,Andover High,Bancroft,Doherty,High Plain & Wood Hill,Sanborn,Shawsheen,South,West Elementary, West Middle,AHS Main (MSWB),AHU1-4 (PBA),LV Plug Loads (DHB),Dunn Gym & Field House (DG),Kitchen & Emergency (DE/ATS),HV Lighting (DL),Chillers (M1),Collins Center (AMDP)
5/22/2016 0:15,8299250,1045207,,,,,,,,8299250,,129855,300221,309413,365815,23254,232047
5/23/2016 0:00,8301486,1045825,,,,,,,,8301486,,130056,300534,310078,366401,23254,232541
5/23/2016 0:15,8301513,1045831,,,,,,,,8301513,,130058,300542,310086,366408,23254,232544
5/24/2016 0:00,8307354,1047996,,,,,,,,8307354,,130638,301709,311136,367950,23555,233594
5/24/2016 0:15,8307382,1048003,,,,,,,,8307382,,130640,301717,311146,367956,23555,233596
5/25/2016 0:00,8312872,1050254,,,,,,,,8312872,,131218,302868,312168,369530,23702,234394
5/25/2016 0:15,8312898,1050262,,,,,,,,8312898,,131220,302876,312175,369536,23702,234397
5/26/2016 0:00,8319377,1052900,,,,,,,,8319377,,131869,304256,313213,371177,24083,235594
5/26/2016 0:15,8319409,1052907,,,,,,,,8319409,,131872,304268,313221,371184,24083,235597
5/27/2016 0:00,8326105,1055919,,,,,,,,8326105,,132493,305654,314207,372973,24596,236796
5/27/2016 0:15,8326137,1055930,,,,,,,,8326137,,132496,305664,314215,372983,24596,236799
5/28/2016 0:00,8332589,1058655,,,,,,,,8332589,,133053,306934,315190,374628,25040,238266
5/28/2016 0:15,8332616,1058662,,,,,,,,8332616,,133055,306941,315197,374634,25040,238271
5/29/2016 0:00,8334765,1059288,,,,,,,,8334765,,133273,307238,315901,375328,25040,238530
5/29/2016 0:15,8334795,1059294,,,,,,,,8334795,,133276,307244,315909,375338,25040,238534
5/30/2016 0:00,8337073,1059921,,,,,,,,8337073,,133489,307538,316571,376229,25041,238775
5/30/2016 0:15,8337100,1059928,,,,,,,,8337100,,133492,307545,316579,376238,25041,238778
5/31/2016 0:00,8339508,1060552,,,,,,,,8339508,,133707,307881,317242,376915,25041,239321
5/31/2016 0:15,8339533,1060559,,,,,,,,8339533,,133709,307888,317249,376922,25041,239324
6/1/2016 0:00,8346697,1063613,,,,,,,,8346697,,134316,309178,318158,378709,25598,241236
6/1/2016 0:15,8346731,1063620,,,,,,,,8346731,,134319,309188,318166,378720,25598,241239
6/2/2016 0:00,8352884,1066225,,,,,,,,8352884,,134916,310463,319041,380727,26038,241989
6/2/2016 0:15,8352913,1066233,,,,,,,,8352913,,134918,310471,319049,380736,26038,241991
6/3/2016 0:00,8358675,1068594,,,,,,,,8358675,,135493,311646,320017,382542,26392,242662
6/3/2016 0:15,8358702,1068601,,,,,,,,8358702,,135496,311654,320025,382550,26392,242665
6/4/2016 0:00,8364336,1070636,,,,,,,,8364336,,136017,312853,320904,383904,26714,243946
6/4/2016 0:15,8364363,1070642,,,,,,,,8364363,,136019,312859,320912,383911,26714,243949
6/5/2016 0:00,8368087,1071241,,,,,,,,8368087,,136306,313201,321660,384622,26808,245513
6/5/2016 0:15,8368116,1071247,,,,,,,,8368116,,136309,313207,321669,384630,26808,245517
6/6/2016 0:00,8371016,1071848,,,,,,,,8371016,,136503,313506,322387,385371,26809,246495
6/6/2016 0:15,,1071854,,,,,,,,,,,,,,,
6/7/2016 0:00,,1074557,,,,,,,,,,,,,,,
6/7/2016 0:15,,1074564,,,,,,,,,,,,,,,
6/8/2016 0:00,8385758,1077463,,,,,,,,8385758,,137867,317243,324357,389894,27995,247807
6/8/2016 0:15,8385789,1077470,,,,,,,,8385789,,137870,317251,324365,389905,27995,247810
6/9/2016 0:00,8391774,1079740,,,,,,,,8391774,,138447,318364,325296,391790,28239,248844
6/9/2016 0:15,8391801,1079747,,,,,,,,8391801,,138449,318372,325304,391797,28239,248846
6/10/2016 0:00,8397585,1081667,,,,,,,,8397585,,139037,319460,326286,393479,28374,249953
6/10/2016 0:15,8397610,1081674,,,,,,,,8397610,,139039,319466,326294,393486,28374,249956
6/11/2016 0:00,8403116,1083688,,,,,,,,8403116,,139571,320507,327244,395072,28507,251032
6/11/2016 0:15,8403144,1083695,,,,,,,,8403144,,139573,320515,327252,395078,28507,251036
6/12/2016 0:00,8406356,1084422,,,,,,,,8406356,,139815,320881,327967,395681,28508,252384
6/12/2016 0:15,8406379,1084428,,,,,,,,8406379,,139818,320886,327974,395687,28508,252387
6/13/2016 0:00,8409401,1085039,,,,,,,,8409401,,140035,321137,328725,396332,28509,253605
6/13/2016 0:15,8409426,1085045,,,,,,,,8409426,,140038,321144,328733,396338,28509,253608
6/14/2016 0:00,8415156,1087225,,,,,,,,8415156,,140634,322301,329710,397992,28699,254628
6/14/2016 0:15,8415184,1087232,,,,,,,,8415184,,140637,322309,329718,398000,28699,254630
6/15/2016 0:00,8420911,1089390,,,,,,,,8420911,,141192,323438,330679,399616,28904,255786
6/15/2016 0:15,8420937,1089396,,,,,,,,8420937,,141194,323446,330687,399623,28904,255788
6/16/2016 0:00,8426798,1091975,,,,,,,,8426798,,141810,324694,331612,401244,29245,256841
6/16/2016 0:15,8426825,1091982,,,,,,,,8426825,,141813,324702,331619,401251,29245,256844
6/17/2016 0:00,8433381,1094552,,,,,,,,8433381,,142417,325962,332550,402988,29611,258390
6/17/2016 0:15,8433411,1094558,,,,,,,,8433411,,142420,325971,332559,402996,29611,258393
6/18/2016 0:00,8438857,1096979,,,,,,,,8438857,,142982,327152,333501,404735,29927,258943
6/18/2016 0:15,8438882,1096989,,,,,,,,8438882,,142984,327159,333509,404741,29927,258946
6/19/2016 0:00,8442476,1097589,,,,,,,,8442476,,143182,327399,334214,405290,30026,260786
6/19/2016 0:15,8442503,1097598,,,,,,,,8442503,,143184,327405,334222,405297,30026,260791
6/20/2016 0:00,8444379,1098202,,,,,,,,8444379,,143384,327634,334920,405877,30027,261005
6/20/2016 0:15,8444403,1098210,,,,,,,,8444403,,143386,327640,334928,405883,30027,261007
6/21/2016 0:00,8450718,1101275,,,,,,,,8450718,,143954,328947,335871,407558,30509,262178
6/21/2016 0:15,8450749,1101275,,,,,,,,8450749,,143957,328957,335879,407567,30509,262181
6/22/2016 0:00,8457274,1104182,,,,,,,,8457274,,144492,330404,336786,409138,30991,263690
6/22/2016 0:15,8457305,1104182,,,,,,,,8457305,,144494,330414,336794,409146,30991,263693
6/23/2016 0:00,8463174,1106335,,,,,,,,8463174,,145029,331614,337728,410471,31285,265155
6/23/2016 0:15,8463201,1106344,,,,,,,,8463201,,145032,331622,337736,410477,31285,265158
6/24/2016 0:00,8469015,1108225,,,,,,,,8469015,,145489,332690,338679,411780,31610,266753
6/24/2016 0:15,8469040,1108233,,,,,,,,8469040,,145491,332695,338687,411786,31610,266756
6/25/2016 0:00,8473156,1109946,,,,,,,,8473156,,145908,333630,339469,412694,31914,267428
6/25/2016 0:15,8473178,1109954,,,,,,,,8473178,,145910,333636,339476,412699,31914,267430
6/26/2016 0:00,8475747,1110475,40757,,1986,,10049,,,8475747,,146073,333905,340149,413131,31916,268515
6/26/2016 0:15,8475769,1110482,40764,,1989,,10052,,,8475769,,146075,333911,340156,413135,31916,268518
6/27/2016 0:00,8477549,1111020,41478,,2273,,10329,,10484,8477549,,146239,334173,340823,413643,31917,268742
6/27/2016 0:15,8477572,1111020,41485,,2277,,10332,,10488,8477572,,146241,334179,340830,413650,31917,268744
6/28/2016 0:00,8481739,1112743,42261,,2607,,10767,,10874,8481739,,146504,335499,341598,414511,32447,269058
6/28/2016 0:15,8481768,1112743,42267,,2610,,10770,,10878,8481768,,146505,335509,341606,414518,32447,269061
6/29/2016 0:00,8485476,1114401,43069,,2925,,11210,,11284,8485476,,146803,336767,342382,415429,32627,269372
6/29/2016 0:15,8485506,1114411,43076,,2927,,11213,,11288,8485506,,146805,336778,342390,415436,32627,269374
6/30/2016 0:00,8489851,1116153,43848,,3373,,11659,,11696,8489851,,147130,338269,343196,416360,33047,269670
6/30/2016 0:15,8489889,1116161,43854,,3377,,11662,,11700,8489889,,147132,338286,343204,416369,33047,269673
7/1/2016 0:00,8494374,1117653,44668,,3842,,12083,,12072,8494374,,147468,340013,344019,417323,33379,269910
7/1/2016 0:15,8494410,1117662,44675,,3845,,12086,,12075,8494410,,147470,340030,344027,417331,33379,269912
7/2/2016 0:00,8498369,1119227,45506,,4117,,12504,,12540,8498369,,147748,341354,344806,418326,33683,270157
7/2/2016 0:15,8498396,1119235,45512,,4120,,12507,,12544,8498396,,147750,341360,344814,418335,33683,270160
7/3/2016 0:00,8500413,1119788,46228,,4355,,12778,,12909,8500413,,147927,341583,345508,419109,33684,270360
7/3/2016 0:15,8500439,1119788,46235,,4358,,12781,,12913,8500439,,147929,341589,345516,419118,33684,270364
7/4/2016 0:00,8502520,1120350,46937,,4592,,13054,,13255,8502520,,148107,341849,346206,419923,33684,270563
7/4/2016 0:15,8502546,1120358,46943,,4594,,13057,,13259,8502546,,148109,341856,346213,419931,33684,270566
7/5/2016 0:00,8505354,1120952,47651,,4924,,13352,,13611,8505354,,148288,342253,346903,420725,33684,271377
7/5/2016 0:15,8505380,1120961,47658,,4926,,13355,,13614,8505380,,148290,342261,346910,420733,33684,271380
7/6/2016 0:00,8509729,1122862,48557,,5224,,13818,,14055,8509729,,148605,343662,347679,421744,34217,271623
7/6/2016 0:15,8509766,1122872,48564,,5227,,13821,,14059,8509766,,148607,343678,347687,421752,34217,271626
7/7/2016 0:00,8514772,1124805,49481,,5525,,14243,,14532,8514772,,148954,345352,348483,422928,34776,271853
7/7/2016 0:15,8514811,1124814,49487,,5527,,14246,,14535,8514811,,148956,345368,348491,422935,34776,271856
7/8/2016 0:00,8519490,1126541,50341,,5845,,14686,,14952,8519490,,149292,347027,349313,423846,35162,272160
7/8/2016 0:15,8519524,1126541,50348,,5848,,14689,,14956,8519524,,149294,347042,349321,423853,35162,272162
7/9/2016 0:00,8523521,1127706,51202,,6151,,15139,,15349,8523521,,149581,348573,350066,424707,35410,272404
7/9/2016 0:15,8523551,1127706,51210,,6154,,15141,,15352,8523551,,149583,348584,350073,424713,35410,272407
7/10/2016 0:00,8525266,1128228,51961,,6401,,15417,,15661,8525266,,149757,348889,350717,425143,35410,272615
7/10/2016 0:15,8525288,1128236,51968,,6404,,15419,,15663,8525288,,149759,348895,350724,425147,35410,272618
7/11/2016 0:00,8526990,1128740,52711,,6650,,15699,,15960,8526990,,149935,349149,351371,425610,35411,272826
7/11/2016 0:15,8527011,1128748,52718,,6652,,15701,,15963,8527011,,149937,349154,351378,425615,35411,272828
7/12/2016 0:00,8529715,1129804,53552,,6945,,16127,,16281,8529715,,150294,349772,352158,426245,35503,273078
7/12/2016 0:15,8529737,1129811,53559,,6948,,16130,,16283,8529737,,150296,349778,352166,426250,35503,273080
7/13/2016 0:00,8532999,1131170,54415,,7238,,16536,,16618,8532999,,150703,350457,352985,426942,35820,273335
7/13/2016 0:15,8533026,1131178,54421,,7241,,16539,,16620,8533026,,150708,350464,352994,426948,35820,273337
7/14/2016 0:00,8537434,1132867,55322,,7553,,16969,,17051,8537434,,151198,351568,353815,427941,36294,273627
7/14/2016 0:15,8537472,1132867,55329,,7556,,16972,,17055,8537472,,151200,351579,353822,427953,36294,273629
7/15/2016 0:00,8542225,1134682,56270,,7875,,17409,,17500,8542225,,151629,352979,354586,429332,36552,273915
7/15/2016 0:15,8542274,1134690,56278,,7877,,17412,,17503,8542274,,151635,352996,354594,429346,36552,273917
7/16/2016 0:00,8547579,1136695,57265,,8205,,17864,,17959,8547579,,152015,354885,355368,430800,36831,274165
7/16/2016 0:15,8547629,1136704,57272,,8207,,17867,,17963,8547629,,152017,354907,355376,430812,36831,274167
7/17/2016 0:00,8551751,1137281,58096,,8453,,18157,,18320,8551751,,152209,356527,356079,431904,36832,274365
7/17/2016 0:15,8551797,1137290,58104,,8456,,18160,,18324,8551797,,152211,356546,356087,431914,36832,274368
7/18/2016 0:00,8555831,1137873,58933,,8696,,18457,,18686,8555831,,152400,358068,356784,433018,36832,274572
7/18/2016 0:15,8555875,1137882,58940,,8698,,18460,,18690,8555875,,152402,358087,356791,433029,36832,274574
7/19/2016 0:00,8561611,1140276,59904,,9026,,19093,,19121,8561611,,152722,359897,357567,434367,37131,275459
7/19/2016 0:15,8561658,1140276,59911,,9029,,19097,,19125,8561658,,152724,359917,357576,434379,37131,275461
7/20/2016 0:00,8566863,1142205,60885,,9383,,19727,,19605,8566863,,153054,361659,358335,435678,37395,275926
7/20/2016 0:15,8566904,1142205,60892,,9386,,19730,,19609,8566904,,153056,361674,358342,435688,37395,275928
7/21/2016 0:00,8571854,1143801,61776,,9740,,20221,,20081,8571854,,153463,363321,359126,436833,37551,276430
7/21/2016 0:15,8571899,1143809,61783,,9743,,20224,,20084,8571899,,153465,363339,359134,436844,37551,276433
7/22/2016 0:00,8576866,1145434,62688,,10073,,20886,,20576,8576866,,153803,365021,359929,438088,37731,276885
7/22/2016 0:15,8576912,1145443,62695,,10076,,20891,,20580,8576912,,153806,365039,359937,438099,37731,276887
7/23/2016 0:00,8583335,1147022,63577,,10410,,21503,,21108,8583335,,154120,366767,360747,439260,38042,278669
7/23/2016 0:15,8583411,,63585,,10412,,21506,,21112,8583411,,154122,366787,360757,439268,38042,278702
7/24/2016 0:00,8588851,1147688,64323,,10659,,21818,,21587,8588851,,154300,368301,361498,439770,38042,280797
7/24/2016 0:15,8588900,1147695,64330,,10662,,21821,,21590,8588900,,154301,368319,361505,439775,38042,280811
7/25/2016 0:00,8593405,1148357,65079,,10903,,22109,,22016,8593405,,154479,369733,362217,440306,38042,282055
7/25/2016 0:15,8593454,1148364,65086,,10905,,22113,,22019,8593454,,154481,369750,362225,440311,38042,282068
7/26/2016 0:00,8599194,1150564,65999,,11261,,22727,,22499,8599194,,154780,371566,363027,441148,38664,282951
7/26/2016 0:15,8599237,1150574,66006,,11264,,22730,,22502,8599237,,154782,371587,363035,441153,38664,282953
7/27/2016 0:00,8605470,1152848,67025,125806,11628,,23320,,23030,8605470,,155158,373530,363888,442533,39290,283509
7/27/2016 0:15,8605522,1152858,67032,125816,11630,,23323,,23034,8605522,,155160,373550,363897,442547,39290,283511
7/28/2016 0:00,8611699,1155065,68017,127297,11991,,23949,,23542,8611699,,155555,375469,364730,444215,39831,283854
7/28/2016 0:15,8611751,1155073,68024,127308,11993,,23953,,23545,8611751,,155557,375490,364738,444229,39831,283857
7/29/2016 0:00,8617977,1157269,69131,128981,12320,,24592,,24092,8617977,,155936,377417,365540,445880,40450,284201
7/29/2016 0:15,8618032,1157278,69140,128994,12323,,24596,,24096,8618032,,155938,377437,365549,445894,40450,284204
7/30/2016 0:00,8623846,1159035,70211,131188,12646,,25216,,24641,8623846,,156287,379341,366354,447396,40722,284797
7/30/2016 0:15,8623895,1159044,70219,131208,12649,,25219,,24645,8623895,,156290,379360,366361,447409,40722,284801
7/31/2016 0:00,8627967,1159839,71006,132634,12893,,25522,,25110,8627967,,156460,380703,367072,448458,40722,285183
7/31/2016 0:15,8628012,1159848,71014,132649,12896,,25525,,25113,8628012,,156462,380719,367080,448468,40722,285187
8/1/2016 0:00,8632095,1160631,71799,133915,13133,,25815,,25532,8632095,,156629,382105,367749,449501,40723,285603
8/1/2016 0:15,8632142,1160640,71807,133934,13135,,25818,,25535,8632142,,156631,382123,367757,449511,40723,285608
8/2/2016 0:00,8638679,1163044,72906,136747,13532,,26613,,26243,8638679,,157051,383930,368514,450969,41058,286946
8/2/2016 0:15,8638723,1163053,72914,136757,13534,,26617,,26247,8638723,,157052,383948,368522,450980,41058,286949
8/3/2016 0:00,8645088,1164923,73951,139593,13958,,27366,,26918,8645088,,157548,385704,369320,452425,41323,288133
8/3/2016 0:15,8645144,1164931,73958,139603,13960,,27369,,26922,8645144,,157553,385722,369328,452436,41323,288142
8/4/2016 0:00,8650900,1166392,74743,141218,14289,,27797,,27375,8650900,,158000,387238,370142,453591,41472,289458
8/4/2016 0:15,8650954,1166401,74750,141230,14292,,27799,,27378,8650954,,158002,387256,370149,453604,41472,289468
8/5/2016 0:00,8657043,1167954,75576,143195,14604,,28319,,27858,8657043,,158463,388819,370975,455025,41636,290802
8/5/2016 0:15,8657122,1167963,75583,143207,14606,,28321,,27862,8657122,,158470,388841,370986,455043,41636,290817
8/6/2016 0:00,8663327,1169257,76432,145146,14898,,28924,,28344,8663327,,158900,390259,371814,456669,41826,292282
8/6/2016 0:15,8663374,1169266,76439,145160,14900,,28928,,28347,8663374,,158902,390276,371823,456683,41826,292285
8/7/2016 0:00,8667528,1170061,77081,146814,15133,,29338,,28799,8667528,,159052,391481,372578,457583,41827,293273
8/7/2016 0:15,8667559,1170069,77088,146826,15135,,29342,,28802,8667559,,159053,391495,372586,457588,41827,293276
8/8/2016 0:00,8670942,1170879,77735,148076,15364,,29743,,29261,8670942,,159203,392509,373330,458113,41827,294213
8/8/2016 0:15,8670972,1170888,77741,148088,15367,,29746,,29264,8670972,,159205,392522,373338,458118,41827,294216
8/9/2016 0:00,8674219,1172717,78584,149456,15687,,30372,,29710,8674219,,159458,393509,374153,458736,42015,294558
8/9/2016 0:15,8674244,1172726,78591,149464,15689,,30377,,29713,8674244,,159460,393517,374161,458741,42015,294560
8/10/2016 0:00,8677452,1174712,79493,151055,16047,,30996,,30154,8677452,,159780,394334,375015,459382,42215,294892
8/10/2016 0:15,8677483,1174722,79500,151064,16049,,31000,,30158,8677483,,159784,394342,375024,459388,42215,294894
8/11/2016 0:00,8680694,1176660,80474,152709,16366,,31645,,30621,8680694,,160088,395148,375852,460075,42413,295237
8/11/2016 0:15,8680722,1176669,80481,152720,16369,,31649,,30625,8680722,,160090,395157,375860,460082,42413,295240
8/12/2016 0:00,8685268,1178947,81523,154730,16825,,32454,,31173,8685268,,160372,396109,376693,460810,42715,296650
8/12/2016 0:15,8685319,1178956,81531,154743,16828,,32460,,31178,8685319,,160374,396117,376702,460818,42715,296674
8/13/2016 0:00,8691125,1181328,82569,156678,17335,,33225,,31800,8691125,,160640,396952,377532,461602,43019,299424
8/13/2016 0:15,8691172,,82577,156689,17338,,33228,,31805,8691172,,160642,396960,377541,461609,43019,299445
8/14/2016 0:00,8694655,1182194,83311,157872,17615,,33510,,32236,8694655,,160800,397635,378268,462070,43019,300894
8/14/2016 0:15,8694688,1182203,83319,157884,17618,,33513,,32240,8694688,,160802,397643,378275,462075,43019,300905
8/15/2016 0:00,8698015,1183074,83985,159018,17922,,33786,,32701,8698015,,160964,398180,379012,462651,43020,302205
8/15/2016 0:15,8698055,1183082,83992,159030,17925,,33789,,32705,8698055,,160966,398189,379020,462656,43020,302221
8/16/2016 0:00,8702892,1185285,84980,160584,18292,,34412,,33234,8702892,,161218,399056,379852,463420,43711,303490
8/16/2016 0:15,8702927,1185294,84987,160595,18295,,34416,,33239,8702927,,161219,399064,379860,463427,43711,303500
8/17/2016 0:00,8706924,1187207,85930,162753,18702,,34981,,33743,8706924,,161417,399835,380728,464167,43949,304670
8/17/2016 0:15,8706961,1187217,85938,162764,18705,,34984,,33747,8706961,,161418,399844,380737,464172,43949,304681
8/18/2016 0:00,8712353,1189232,86891,165896,19109,,35726,,34369,8712353,,161588,400650,381645,465509,44710,305826
8/18/2016 0:15,8712399,1189241,86899,165928,19111,,35730,,34374,8712399,,161589,400660,381653,465524,44710,305835
8/19/2016 0:00,8716918,1191056,87878,168085,19470,,36343,,34979,8716918,,161876,401500,382466,466527,44924,307143
8/19/2016 0:15,8716962,1191065,87885,168096,19473,,36346,,34984,8716962,,161878,401510,382474,466532,44924,307161
8/20/2016 0:00,8721164,1192993,88859,169644,19854,,37034,,35717,8721164,,162106,402272,383256,467236,45204,308663
8/20/2016 0:15,8721189,1193002,88865,169654,19857,,37037,,35722,8721189,,162108,402280,383263,467242,45204,308666
8/21/2016 0:00,8723300,1193888,89488,170684,20127,,37497,,36441,8723300,,162283,402868,383968,467725,45205,308872
8/21/2016 0:15,8723324,1193897,89494,170695,20130,,37499,,36445,8723324,,162284,402877,383975,467731,45205,308875
8/22/2016 0:00,8725535,1194791,90101,171721,20400,,37755,,37155,8725535,,162455,403470,384676,468251,45205,309150
8/22/2016 0:15,8725561,1194801,90108,171733,20402,,37758,,37159,8725561,,162457,403478,384684,468256,45205,309152
8/23/2016 0:00,8729112,1196719,91024,173235,20795,,38271,,37981,8729112,,162751,404321,385454,469191,45457,309539
8/23/2016 0:15,8729148,1196729,91031,173245,20797,,38274,,37985,8729148,,162753,404330,385462,469203,45457,309541
8/24/2016 0:00,8733714,1198438,91917,174585,21182,,38761,,38566,8733714,,163013,405182,386238,470454,45637,310503
8/24/2016 0:15,8733754,1198448,91924,174595,21185,,38763,,38570,8733754,,163015,405190,386247,470466,45637,310510
8/25/2016 0:00,8739245,1200395,92887,176010,21645,,39240,,39152,8739245,,163323,406044,387219,471582,45874,312448
8/25/2016 0:15,8739287,1200406,92894,176021,21648,,39242,,39156,8739287,,163325,406053,387227,471589,45874,312465
8/26/2016 0:00,8744056,1202644,93942,177621,22148,,39712,,39757,8744056,,163578,406812,388131,472528,46123,314216
8/26/2016 0:15,8744100,1202655,93950,177633,22151,,39715,,39761,8744100,,163581,406821,388140,472535,46123,314233
8/27/2016 0:00,8749732,1204836,94913,179351,22632,,40176,,40410,8749732,,163964,407797,389059,473665,46406,316114
8/27/2016 0:15,8749777,1204845,94920,179363,22635,,40181,,40414,8749777,,163967,407806,389067,473677,46406,316126
8/28/2016 0:00,8753906,1205772,95612,180471,22995,,40522,,40940,8753906,,164156,408586,389825,474431,46406,317755
8/28/2016 0:15,8753941,1205782,95619,180483,22998,,40525,,40944,8753941,,164158,408595,389833,474437,46406,317766
